uq,error
0.5329999999999999,0.08163265306122447
0.73,0.38
0.651,0.4054054054054054
0.5429999999999999,0.2325581395348837
0.31200000000000006,0.5151515151515151
0.683,0.11111111111111116
0.534,0.0
0.712,0.0
0.756,0.0
0.379,0.0
0.375,0.0
0.61,0.0
0.657,0.5
0.55,0.0
0.497,0.0
0.136,0.0
0.237,0.0
0.33599999999999997,0.0
0.32199999999999995,0.0
0.85,0.4576271186440678
0.575,0.0
0.122,0.0
0.565,0.4042553191489362
0.41300000000000003,0.6507936507936508
0.673,0.4383561643835616
0.20899999999999996,0.4193548387096774
0.30400000000000005,0.0
0.09999999999999998,0.0
0.486,0.45977011494252873
0.14200000000000002,0.36274509803921573
0.475,0.0
0.44099999999999995,0.28301886792452835
0.43200000000000005,0.0
0.41200000000000003,0.0
0.245,0.0
